ユゲ	湯気
タンスウ	単数
ハカ	墓
ダマル	黙る
ヤブレル	破れる
フンイキ	雰囲気
タマゴ	卵
ミズウミ	湖
ノゾク	除く
オロス	降ろす
キツエン	喫煙
キッサテン	喫茶店
ショクタク	食卓
マツル	祭る
ナラベル	並べる
ホス	干す
ヒトゴミ	人込み
チョウテン	頂点
ムシ	虫
インサツ	印刷
カカル	掛かる
カビン	花瓶
サホウ	作法
ナラス	鳴らす
ハコ	箱
オジョウサン	お嬢さん
シュウ	集
トクシュ	特殊
シゲル	茂る
フリムク	振り向く
コウハイ	後輩
センパイ	先輩
アナ	穴
キミョウ	奇妙
ジマン	自慢
ハイケン	拝見
オンダン	温暖
ゲンサン	原産
ハクシュ	拍手
ツク	就く
ダイジョウブ	大丈夫
ツメ	爪
シンピン	新品
イバル	威張る
コウツウキカン	交通機関
コシカケ	腰掛け
ナミダ	涙
イヤガル	嫌がる
キュウカ	休暇
マゴ	孫
リョウジ	領事
カワイガル	可愛がる
カワイラシイ	可愛らしい
ヒトヤスミ	一休み
オヤスミ	お休み
ススメル	勧める
サワガシイ	騒がしい
オトル	劣る
アソコ	彼処
イッパンニ	一般に
ゲンコウ	原稿
ハズカシイ	恥ずかしい
エダ	枝
ナレル	慣れる
フロ	風呂
オカ	丘
ハシ	箸
マンガ	漫画
ゲンカン	玄関
シュウキン	集金
ニホン	日本
カクゴ	覚悟
ナクナル	亡くなる
ナクス	亡くす
キイロイ	黄色い
アツイ	暑い
タイボク	大木
サマス	冷ます
オンケイ	恩恵
ドク	毒
ホンダナ	本棚
ヤジルシ	矢印
オウフク	往復
バン	晩
ジョウハツ	蒸発
アウ	遭う
ヨソ	余所
サカサマ	逆様
マクラ	枕
カセグ	稼ぐ
ネムル	眠る
シメル	占める
シズム	沈む
イモウト	妹
カジョウ	過剰
コオリ	氷
オサナイ	幼い
ハナシカケル	話し掛ける
ナル	鳴る
セイショ	清書
ボウ	棒
テチョウ	手帳
ガイロン	概論
ケイヨウシ	形容詞
ソウリョウ	送料
ホンヤク	翻訳
クトウテン	句読点
サトウ	砂糖
アマヤカス	甘やかす
アネ	姉
ヤッカイ	厄介
シマイ	姉妹
カミ	髪
ショウボウショ	消防署
ヌク	抜く
ヌケル	抜ける
スル	刷る
ダトウ	妥当
ブンミャク	文脈
テンテン	転々
タキ	滝
コウタイ	交替
バステイ	バス停
マサツ	摩擦
ヨウチ	幼稚
カンジ	漢字
タマネギ	玉ねぎ
ミジメ	惨め
イト	糸
ベッソウ	別荘
スッパイ	酸っぱい
チカヂカ	近々
シュウゼン	修繕
サイノウ	才能
コウイン	工員
カタヨル	片寄る
アセ	汗
シン	芯
セイゼイ	精々
カンムリ	冠
ドウ	銅
カガミ	鏡
チラカス	散らかす
テンランカイ	展覧会
フエル	殖える
アクマ	悪魔
ムラサキ	紫
デンキ	伝記
アツカマシイ	厚かましい
アタタカイ	暖かい
ラン	欄
リャクス	略す
ウク	浮く
オイカケル	追い掛ける
アサイ	浅い
ビン	瓶
チョウコク	彫刻
カシコイ	賢い
タエズ	絶えず
ハダギ	肌着
ゼッタイニ	絶対に
ウソ	嘘
オダヤカ	穏やか
ムジュン	矛盾
オシイレ	押し入れ
シシャゴニュウ	四捨五入
ステル	捨てる
チカウ	誓う
ツリ	釣り
カン	缶
タガヤス	耕す
イス	椅子
オロス	卸す
ケショウ	化粧
アタタマル	暖まる
イクブン	幾分
タイソウ	大層
ナガメ	眺め
シンクウ	真空
カクウ	架空
ヨツカド	四つ角
アキル	飽きる
ツヤ	艶
オニ	鬼
ホル	彫る
ネマキ	寝巻
ハダ	肌
ヨウチエン	幼稚園
クツ	靴
ツル	釣る
ホトケ	仏
シンコウ	信仰
サビシイ	寂しい
ノル	載る
トカス	解かす
グウスウ	偶数
オコタル	怠る
ダン	段
センス	扇子
センプウキ	扇風機
ナサル	為さる
ヨメ	嫁
アサゴハン	朝御飯
アタタメル	温める
ニオイ	匂い
ドロ	泥
マネク	招く
コト	琴
イサマシイ	勇ましい
ヌウ	縫う
ロウカ	廊下
アラワス	著す
スミ	隅
アル	在る
スイジ	炊事
ヒロウ	拾う
ヘイボン	平凡
アカリ	灯
サマタゲル	妨げる
アヤシイ	怪しい
カケル	欠ける
ドウシ	動詞
サバク	砂漠
カゼ	風邪
ジンメイ	人命
ヨッパラウ	酔っ払う
オガム	拝む
ヒックリカエル	引っ繰り返る
マツリ	祭
エガク	描く
ムシアツイ	蒸し暑い
カワカス	乾かす
セイ	姓
ソロバン	算盤
ハナ	鼻
ツブ	粒
オマワリサン	お巡りさん
トオク	遠く
イダイ	偉大
シュウカク	収穫
フルエル	震える
ゴハン	ご飯
ヨコス	寄越す
ノリコシ	乗り越し
ウワサ	噂
コタイ	個体
アワタダシイ	慌ただしい
フレル	触れる
ボン	盆
チヂメル	縮める
チヂレル	縮れる
オレイ	お礼
カワ	河
エライ	偉い
ヨッパライ	酔っ払い
ナカナオリ	仲直り
ツクエ	机
セマイ	狭い
マネル	真似る
マンガイチ	万が一
メグマレル	恵まれる
ヨウモウ	羊毛
ヒフ	皮膚
トクチョウ	特長
ヒツジュヒン	必需品
サス	射す
フヤス	殖やす
カタムク	傾く
トドク	届く
トドケル	届ける
トケコム	溶け込む
アワレ	哀れ
キンヨウビ	金曜日
ゲツヨウビ	月曜日
スイヨウビ	水曜日
ドヨウビ	土曜日
ニチヨウビ	日曜日
ネムイ	眠い
モクヨウビ	木曜日
シリ	尻
マク	巻く
ユウユウ	悠々
テイネイ	丁寧
サイホウ	裁縫
センタク	洗濯
ネコ	猫
ビンヅメ	瓶詰
リョウ	寮
スイトウ	水筒
バカラシイ	馬鹿らしい
ニゴル	濁る
トウ	塔
カエッテ	却って
コタエル	答える
メイシ	名詞
オレル	折れる
シカシ	併し
トダナ	戸棚
キュウケイ	休憩
ヤク	焼く
ヤケル	焼ける
ソデ	袖
イノル	祈る
スイミン	睡眠
ボウシ	帽子
カシマ	貸間
ボクチク	牧畜
ヨウ	酔う
オシイ	惜しい
オクサン	奥さん
ジュンスイ	純粋
ヤワラカイ	軟らかい
ツメル	詰める
ズイブン	随分
タンジョウビ	誕生日
デムカエル	出迎える
トオリカカル	通り掛かる
カケザン	掛け算
ジョウダン	冗談
カナヅカイ	仮名遣い
フリガナ	振り仮名
オクリガナ	送り仮名
タンペン	短編
サク	裂く
シメル	湿る
ゾウリ	草履
ゼヒトモ	是非とも
ハダカ	裸
キップ	切符
シヘイ	紙幣
イド	緯度
ケイコウトウ	蛍光灯
タイクツ	退屈
ヤムヲエナイ	止むを得ない
サラ	皿
コウテイ	肯定
メシアガル	召し上がる
キカイ	器械
フゴウ	符号
オバ	叔母
ゴラク	娯楽
ウヤマウ	敬う
ユレル	揺れる
サムイ	寒い
オンチュウ	御中
カクレル	隠れる
フルサト	古里
スム	澄む
ミニクイ	醜い
シタガッテ	従って
ナマゴミ	生ごみ
クミ	組
ホホエム	微笑む
シバラク	暫く
アライ	粗い
オバ	伯母
コンゴウ	混合
サイジツ	祭日
ゲタ	下駄
フリコム	振り込む
ワスレル	忘れる
フク	吹く
ヤコウ	夜行
オドロク	驚く
ショウミ	正味
カネツ	加熱
イクツ	幾つ
デキル	出来る
セトモノ	瀬戸物
マタハ	又は
オイ	老い
センセイ	専制
ナグサメル	慰める
オテアライ	お手洗い
ボウハン	防犯
コウ	請う
トコヤ	床屋
シモ	霜
ユケツ	輸血
シオカライ	塩辛い
オイワイ	お祝い
ブシュ	部首
サラニ	更に
デキルダケ	出来るだけ
イッセイニ	一斉に
シク	敷く
アラスジ	粗筋
コボス	零す
オニイサン	お兄さん
フケツ	不潔
メッタニ	滅多に
オジイサン	お祖父さん
オバアサン	お祖母さん
マタ	又
モチ	餅
ハク	掃く
オオキナ	大きな
カガヤク	輝く
チョウ	長
デアイ	出会い
トブ	跳ぶ
オダイジニ	お大事に
ゼンジツ	前日
ナク	鳴く
ニクム	憎む
コゴエル	凍える
オナカ	お腹
ケムイ	煙い
ヤハリ	矢張り
シュゴ	主語
エサ	餌
オモチャ	玩具
ワケ	訳
オドル	踊る
トイアワセ	問い合わせ
イイツケル	言い付ける
トウキョウ	東京
クシ	櫛
ハネル	跳ねる
イタダク	頂く
ダメ	駄目
タビタビ	度々
マレ	稀
ミカケ	見掛け
イッテキマス	行って来ます
ゴウリュウ	合流
ユノミ	湯飲み
イチド	一度
トク	溶く
トケル	溶ける
サクセイ	作成
アタタメル	暖める
クモル	曇る
ユウベ	夕べ
ホガラカ	朗らか
ナク	泣く
イシ	意思
チク	地区
カゲ	陰
メイメイ	銘々
ヒザ	膝
チョゾウ	貯蔵
シュウジ	習字
スズシイ	涼しい
ケイコ	稽古
ホメル	褒める
ウラム	恨む
ウレユキ	売れ行き
カワク	乾く
ドウカク	同格
カエル	変える
ブツリガク	物理学
ハサム	挟む
ツギツギ	次々
オネエサン	お姉さん
ハナハダシイ	甚だしい
カンワ	漢和
ズミ	済み
ボッチャン	坊ちゃん
カンサイ	関西
メンドウクサイ	面倒臭い
ケンサク	検索
サク	咲く
オツリ	お釣り
ツリアウ	釣り合う
ヤカン	薬缶
カレシ	彼氏
シンロ	針路
ショク	職
サカバ	酒場
ニエル	煮える
ショクリョウヒン	食料品
クダク	砕く
クダケル	砕ける
ナニモ	何も
ナンベイ	南米
カシヤ	貸家
ガクジュツ	学術
カソクド	加速度
タマタマ	偶々
タク	宅
サイ	最
ミガク	磨く
タダ	只
ケイビ	警備
ハク	履く
ナイセン	内線
ケガ	怪我
ノウサンブツ	農産物
フクシ	副詞
スイテキ	水滴
リュウイキ	流域
ショクエン	食塩
ソウ	然う
タタム	畳む
シマ	縞
デコボコ	凸凹
ヌレル	濡れる
ムシロ	寧ろ
ダレカ	誰か
フモト	麓
ナマケル	怠ける
ワク	沸く
ウマイ	美味い
ハイ	灰
オカシ	お菓子
マメ	豆
イク	幾
ソクリョク	速力
ホシュウ	補習
ウカガウ	伺う
シンヤ	深夜
フクラマス	膨らます
モチアゲル	持ち上げる
ハル	貼る
イツ	何時
ニオウ	臭う
ニカイダテ	二階建て
クギ	釘
タク	炊く
スズム	涼む
ホカ	他
カイギシツ	会議室
ケンキュウシツ	研究室
ノド	喉
ツマリ	詰まり
アオグ	扇ぐ
ニクラシイ	憎らしい
ミナレル	見慣れる
ネボウ	寝坊
タンスイ	淡水
チュウショウ	抽象
コウザ	口座
セイショウネン	青少年
ズカン	図鑑
アキレル	呆れる
ケンシュウ	研修
チョウダイ	頂戴
ゼイタク	贅沢
カイカン	会館
シキュウ	支給
ナニナニ	何々
グタイ	具体
イタズラ	悪戯
ドウヨウ	童謡
ミマン	未満
ツモリ	積もり
ヒラガナ	平仮名
コウザ	講座
チョクリュウ	直流
シャレ	洒落
ジュウギョウ	従業
ソレ	其れ
カフンショウ	花粉症
コクオウ	国王
オウ	王
チョウタン	長短
カワク	渇く
ジョジョ	徐々
イクラ	幾ら
イキナリ	行き成り
ノウヤク	農薬
ナシ	無し
タバコ	煙草
ナラウ	倣う
タマラナイ	堪らない
ドウリョウ	同僚
シアガル	仕上がる
ビン	便
カヨウ	歌謡
スデニ	既に
トモニ	共に
ナオ	尚
ゼヒ	是非
アタリ	辺り
ミョウ	妙
キッカケ	切っ掛け
ナル	生る
ナンデモ	何でも
ヨソク	予測
フタ	蓋
コノゴロ	この頃
チカゴロ	近頃
フリダス	降り出す
ガッキュウ	学級
キュウ	級
チカン	痴漢
クライ	暗い
モラウ	貰う
フロシキ	風呂敷
ウラ	裏
ワク	湧く
タビ	足袋
コレ	此れ
マク	幕
エンリョナク	遠慮なく
テヌグイ	手拭い
スナワチ	即ち
タクサン	沢山
コウセキ	功績
コガス	焦がす
ハキケ	吐き気
ジバン	地盤
トガル	尖る
ケンメイ	懸命
オネガイシマス	お願いします
フゾク	附属
サシコム	差し込む
マサニ	正に
ヨウブン	養分
アンショウバンゴウ	暗証番号
オカゲサマデ	お蔭様で
マユゲ	眉毛
ゲキゾウ	激増
ハッシャ	発射
オヒル	お昼
カクジュウ	拡充
ドコ	何処
ヘコム	凹む
コウケン	貢献
イキグルシイ	息苦しい
ニオウ	匂う
コウチ	耕地
ハシゴ	梯子
アコガレル	憧れる
ヌラス	濡らす
ジュウ	銃
モノスゴイ	物凄い
タタク	叩く
カイテキ	快適
サワヤカ	爽やか
レイテン	零点
マク	蒔く
カッコ	括弧
ケル	蹴る
スイハンキ	炊飯器
ムク	剥く
カシコマリマシタ	畏まりました
アキ	明き
カム	噛む
ナデル	撫でる
タダシ	但し
アフレル	溢れる
ソル	剃る
ショジュン	初旬
ソロウ	揃う
ソロエル	揃える
ジャガイモ	ジャガ芋
フク	拭く
モウカル	儲かる
モウケル	儲ける
ウタ	詩
ノウド	濃度
タメル	溜める
タマル	溜まる
アキラメル	諦める
イッセイ	一斉
ゼツメツ	絶滅
オヨギ	泳ぎ
ツルス	吊るす
ツル	吊る
カグ	嗅ぐ
ワビル	詫びる
ゴゾンジ	ご存知
タツ	発つ
ノセル	載せる
イケナイ	行けない
オシャベリ	お喋り
カモシレナイ	かも知れない
クッツク	くっ付く
コレカラ	此れから
シキリニ	頻りに
ズラス	滑らす
ソシテ	然して
ソノウチ	その内
ソレカラ	其れから
ソレデ	其れで
ソレトモ	其れ共
ソレニ	其れに
ダラシナイ	だらし無い
トコロガ	所が
トンデモナイ	とんでも無い
ナゼナラ	何故なら
ブツカル	打つかる
モシ	若し
モシカシタラ	若しかしたら
モシカスルト	若しかすると
ヤッパリ	矢っ張り
ヤル	遣る
ガラス	硝子
コンクリート	混凝土
バネ	発条
ヨル	因る
ヌルイ	温い
クダラナイ	下らない
イツマデモ	何時までも
イツモ	何時も
ドコカ	何処か
ヤカマシイ	喧しい
マルデ	丸で
ウレシイ	嬉しい
アナタ	貴方
ヨロシイ	宜しい
ヨロシク	宜しく
アクビ	欠伸
ミットモナイ	見っともない
クレル	呉れる
クレグレモ	呉れ呉れも
ゴメン	御免
オメデトウ	お目出度う
ココ	此処
コンニチハ	今日は
コンバンハ	今晩は
サヨウナラ	左様なら
スミマセン	済みません
シマウ	仕舞う
シカル	叱る
トックニ	疾っくに
イトコ	従兄弟
トコロデ	所で
シッポ	尻尾
マサカ	真逆
ツイニ	遂に
スゴイ	凄い
ナルベク	成るべく
ナルホド	成程
アイニク	生憎
マズ	先ず
チギル	千切る
ヨウヤク	漸く
ソレデハ	其れでは
ソレデモ	其れでも
ソコデ	其処で
ワザト	態と
イタダキマス	頂きます
オトナシイ	大人しい
チョウド	丁度
シャベル	喋る
カミソリ	剃刀
トウトウ	到頭
トン	屯
ドウシテ	如何して
ドウシテモ	如何しても
ウルサイ	煩い
カブセル	被せる
オイシイ	美味しい
フト	不図
マズイ	不味い
シカモ	然も
オヨソ	凡そ
マダ	未だ
メチャクチャ	目茶苦茶
サスガ	流石
コボレル	零れる
イツデモ	何時でも
コノ	此の
アラユル	有らゆる
アルイハ	或いは
オカズ	御数
オヤツ	お八つ
カナリ	可也
シッカリ	確り
セッカク	折角
ノンキ	暢気
ヒドイ	酷い
マスマス	益々
メデタイ	目出度い
セイ	所為
ツケル	点ける
アレコレ	彼此
オハヨウ	お早う
ソウシテ	然うして
タマニ	偶に
ヒッコシ	引越し
ナガイ	永い
ヒザシ	陽射
ショクリョウ	食糧
ヨウガン	溶岩
ウリアゲ	売上
タンコウ	炭鉱
ヨロコブ	慶ぶ
ツケル	浸ける
キレイ	綺麗
アル	或る
ニクイ	憎い
クヤム	悔やむ
セン	栓
ゴランニナル	ご覧になる
ハサマル	挟まる
カワイソウ	可哀想
ジョウキ	蒸気
ハナミズ	鼻水
セリフ	台詞
カンソウキ	乾燥機
ショウユ	しょう油
モト	基
ボウヤ	坊や
ナカミ	中味
メザマシ	目覚し
スム	清む
ソッチョク	卒直
カレラ	彼等
カシ	菓子
シハライ	支払
タマ	弾
フルマウ	振舞う
ヨク	良く
ウタ	歌(う)
トオ	通(る)
ハズ	外(す)
ハナシア	話し合(う)
ウケト	受け取(る)
アラタ	改(める)
サダ	定(める)
マワ	回(す)
トイア	問い合(わせる)
デア	出会(う)
ナリタ	成り立(つ)
ウゴ	動(かす)
オモイダ	思い出(す)
ミナオ	見直(す)
タモ	保(つ)
クダ	下(る)
アラソ	争(う)
ウミダ	生み出(す)
カゾ	数(える)
ウリダ	売り出(す)
シリア	知り合(う)
ヒキア	引き上(げる)
ヒキサ	引き下(げる)
ウタガ	疑(う)
サダ	定(まる)
モチ	用(いる)
カマ	構(う)
クワ	加(わる)
ハズ	外(れる)
ハナ	話(す)
ハジ	始(める)
シタ	親(しむ)
クバ	配(る)
ホウ	報(じる)
ヒキト	引き取(る)
クワ	加(える)
トウ	投(じる)
スス	進(む)
ワタ	渡(す)
ノゾ	望(む)
タノ	楽(しむ)
フカ	深(める)
ウツ	移(す)
ワカ	別(れる)
エン	演(ずる)
ヒキダ	引き出(す)
ノコ	残(る)
ハナ	放(つ)
ミハナ	見放(す)
ハカ	図(る)
タメ	試(す)
イソ	急(ぐ)
ミキワ	見極(める)
コノ	好(む)
ホドコ	施(す)
トビダ	飛び出(す)
フカ	深(まる)
オサ	収(まる)
オサ	収(める)
マチウ	待ち受(ける)
ウツ	写(る)
ヒッパ	引っ張(る)
ソナ	備(わる)
ヤクニタ	役に立(つ)
ソダ	育(つ)
ヤブ	破(る)
マチカマ	待ち構(える)
モウシア	申し上(げる)
トリケ	取り消(す)
ソソ	注(ぐ)
オイダ	追い出(す)
ノボ	登(る)
クミコ	組み込(む)
オチコ	落ち込(む)
モヨオ	催(す)
メイ	命(じる)
フリカエ	振り返(る)
モウ	申(す)
ウツ	写(す)
ツラ	連(ねる)
マチノゾ	待ち望(む)
クル	苦(しめる)
アマ	余(る)
ハイ	入(る)
マナ	学(ぶ)
ネラ	狙(う)
ヨビダ	呼び出(す)
ツク	作(る)
ソナ	備(える)
ツノ	募(る)
キン	禁(じる)
ナオ	治(る)
ヨロコ	喜(ぶ)
ヨロコ	喜(ばす)
ヨビカ	呼び掛(ける)
シメキ	締め切(る)
スク	救(う)
ミダ	乱(れる)
ヨソオ	装(う)
ソコ	損(なう)
タヨ	頼(る)
ウラギ	裏切(る)
ミア	見合(わせる)
キザ	刻(む)
ムカ	迎(える)
トリコ	取り込(む)
ウチコ	打ち込(む)
コワ	壊(す)
ヒキツ	引き継(ぐ)
タタカ	闘(う)
ロン	論(じる)
ショウ	生(じる)
オコナ	行(う)
タチヨ	立ち寄(る)
クイコ	食い込(む)
コワ	壊(れる)
オソ	恐(れる)
ノリカ	乗り換(える)
マニア	間に合(う)
オウ	応(ずる)
マニア	間に合(わせる)
アバ	暴(れる)
ミノ	実(る)
ドウ	動(じる)
アラワ	表(す)
ロン	論(ずる)
エラ	選(ぶ)
カン	感(ずる)
ミア	見上(げる)
トオリス	通り過(ぎる)
ウチア	打ち上(げる)
タカ	高(まる)
タカ	高(める)
ハジ	始(まる)
フンバ	踏ん張(る)
ツクリア	作り上(げる)
カヨ	通(う)
タオ	倒(す)
ムク	報(いる)
ヒッコ	引っ越(す)
キド	気取(る)
ノリコ	乗り越(える)
ヤワ	和(らぐ)
ヤワ	和(らげる)
マジ	交(わる)
フセ	防(ぐ)
ノボ	上(る)
ツト	務(める)
ハカ	測(る)
ツヨ	強(める)
ハラ	払(う)
ミチガ	見違(える)
マド	惑(わす)
オモ	思(う)
アタ	与(える)
タビダ	旅立(つ)
ウケイ	受け入(れる)
カク	隠(す)
エン	演(じる)
ナガビ	長引(く)
トリダ	取り出(す)
ナヅ	名付(ける)
ヒキオ	引き起(こす)
シル	記(す)
メダ	目立(つ)
コロ	転(がす)
コロ	転(がる)
クイサ	食い下(がる)
アツカ	扱(う)
ムス	結(ぶ)
デア	出合(う)
ココロ	試(みる)
チガ	違(う)
サワ	騒(ぐ)
ココロエ	心得(る)
ヨリカ	寄り掛(かる)
キワダ	際立(つ)
アラワ	現(す)
マサ	勝(る)
ヒロ	広(める)
アタタ	温(まる)
カサ	重(ねる)
カンガ	考(える)
タタカ	戦(う)
アツ	集(まる)
アツ	集(める)
ワラ	笑(う)
モト	基(づく)
ツカ	使(う)
イタ	致(す)
ウチケ	打ち消(す)
モチナオ	持ち直(す)
クダ	下(す)
ミト	認(める)
タト	例(える)
オカ	侵(す)
マイ	参(る)
ウツ	映(る)
ノガ	逃(れる)
カン	感(じる)
タチア	立ち上(がる)
シメ	示(す)
リキ	力(む)
ヒロ	広(がる)
モド	戻(す)
オシ	教(える)
カザ	飾(る)
ツイ	費(やす)
トリハズ	取り外(す)
キヅ	気付(く)
タシ	確(かめる)
クイト	食い止(める)
ハコ	運(ぶ)
アラワ	現(れる)
アラ	現(われる)
シラ	調(べる)
ヒロ	広(まる)
ヒロ	広(げる)
シイ	仕入(れる)
オウ	応(じる)
アジ	味(わう)
オモ	重(んじる)
マチガ	間違(える)
マチガ	間違(う)
ミワタ	見渡(す)
タチナオ	立ち直(る)
ミオ	見下(ろす)
ニカヨ	似通(う)
デキア	出来上(がる)
トリク	取り組(む)
シリア	知合(う)
ナガ	流(す)
アズ	預(ける)
シン	信(じる)
ナヤ	悩(む)
カエ	返(す)
キニイ	気に入(る)
ホウ	放(る)
フク	含(む)
オドロ	驚(かす)
ヒキア	引上(げる)
ヒキウ	引き受(ける)
ヒキサ	引下(げる)
トリア	取り上(げる)
ナゴ	和(む)
カタ	語(る)
モノガタ	物語(る)
イトナ	営(む)
トトノ	整(う)
オモイア	思い上(がる)
ヒキ	率(いる)
ウケト	受け止(める)
ミオク	見送(る)
オク	送(る)
ワリダ	割り出(す)
モウ	設(ける)
ナオ	直(す)
タク	託(す)
マワ	回(る)
ヤト	雇(う)
クラ	比(べる)
アズ	預(かる)
ツヨ	強(まる)
ソナ	供(える)
コトワ	断(る)
シボ	絞(る)
オソ	教(わる)
ヒキト	引取(る)
フク	膨(れる)
ウケツ	受け付(ける)
ミツ	見付(かる)
ヒカ	光(る)
コロ	転(ぶ)
ツウ	通(じる)
キラ	嫌(う)
スワ	座(る)
カナ	悲(しむ)
タテナオ	立て直(す)
アラタ	改(まる)
タズ	訪(ねる)
サシア	差し上(げる)
ハバ	阻(む)
ノコ	残(す)
オサ	治(まる)
オサ	治(める)
タチド	立ち止(まる)
カエ	反(す)
ヒキダ	引出(す)
トリツ	取り次(ぐ)
タス	助(ける)
オモイキ	思い切(る)
ジョウ	乗(じる)
ハヤ	早(める)
ハカ	計(る)
カギ	限(る)
ツラ	連(なる)
イイダ	言い出(す)
ミス	見過(ごす)
アオ	青(ざめる)
ウチア	打ち明(ける)
ツタ	伝(わる)
タダ	正(す)
クイチガ	食い違(う)
カキナオ	書き直(す)
トビオ	飛び降(りる)
タス	助(かる)
サシダ	差し出(す)
アラワ	表(れる)
ハヤ	早(まる)
オオ	覆(う)
クミタ	組み立(てる)
メイ	命(ずる)
チカヅ	近付(ける)
ウシナ	失(う)
ゾン	存(じる)
クワダ	企(てる)
ハゲ	励(ます)
サガ	探(す)
マモ	守(る)
モウシデ	申し出(る)
カサ	重(なる)
オヨ	及(ぼす)
オモイナオ	思い直(す)
サシツカ	差し支(える)
ナラ	並(ぶ)
サケ	叫(ぶ)
アラ	表(わす)
ウツ	映(す)
ヒキハナ	引き離(す)
オド	脅(す)
オボ	覚(える)
アラ	現(わす)
オイツ	追い付(く)
モリア	盛り上(げる)
ヤクダ	役立(つ)
ワリア	割り当(てる)
フク	膨(らむ)
ツッパ	突っ張(る)
アユミヨ	歩み寄(る)
ヨコギ	横切(る)
ウケモ	受け持(つ)
アラ	洗(う)
ウラナ	占(う)
イキワタ	行き渡(る)
ホコ	誇(る)
ウツ	移(る)
ホウム	葬(る)
メザ	目指(す)
イワ	祝(う)
オヨ	及(ぶ)
カツ	担(ぐ)
ツケクワ	付け加(える)
オトズ	訪(れる)
ウッタ	訴(える)
ハナ	離(れる)
オギナ	補(う)
トダ	途絶(える)
メグリア	巡り会(う)
ハナ	放(す)
オシツ	押し付(ける)
マチア	待ち合(わせる)
ナオ	直(る)
カエ	帰(る)
ヒソ	潜(む)
トオ	通(す)
コロ	殺(す)
シン	信(ずる)
ナオ	治(す)
モリア	盛り上(がる)
ガンバ	頑張(る)
ツキア	付き合(う)
ニナ	担(う)
ヒキツ	引き付(ける)
クギ	区切(る)
ツッコ	突っ込(む)
ノリマワ	乗り回(す)
ミクラ	見比(べる)
ナガ	流(れる)
サズ	授(ける)
シア	仕上(げる)
サガ	捜(す)
ワズラ	患(う)
ワタ	渡(る)
ハシ	走(る)
ハズ	弾(む)
ツカ	捕(まえる)
キソ	競(う)
ヤス	休(む)
ハカ	量(る)
ツキア	突き当(たる)
トリア	取上(げる)
ハナシコ	話し込(む)
ヨコ	横(たわる)
ミマ	見舞(う)
キン	禁(ずる)
モチナオ	持直(す)
ナグ	殴(る)
キメツ	決め付(ける)
ヒキシ	引き締(める)
モチコ	持ち込(む)
オイコ	追い込(む)
ミハ	見張(る)
ツク	造(る)
ミカギ	見限(る)
ヘダ	隔(てる)
メザ	目覚(める)
テツダ	手伝(う)
タダヨ	漂(う)
ヒキウ	引受(ける)
カイシ	買い占(める)
ニア	似合(う)
トリヨ	取り寄(せる)
ヒキオコ	引き起(す)
ワリキ	割り切(る)
オキア	起き上(がる)
クズ	崩(す)
アマ	余(す)
カブ	被(る)
ユル	緩(む)
タノ	頼(む)
シタ	仕立(てる)
カエ	反(る)
アソ	遊(ぶ)
マル	丸(める)
マヨ	迷(う)
ユル	許(す)
ウチケ	打消(す)
ミウシナ	見失(う)
ヌケダ	抜け出(す)
クイト	食止(める)
カラ	絡(む)
ヨゴ	汚(れる)
ヨワ	弱(まる)
ヨワ	弱(める)
キワ	極(まる)
ウケツ	受け継(ぐ)
ノゾ	臨(む)
チカヨ	近寄(る)
ツト	努(める)
カタ	固(める)
ヒエコ	冷え込(む)
カコ	囲(む)
セオ	背負(う)
セマ	迫(る)
ハリキ	張り切(る)
クズ	崩(れる)
カエ	帰(す)
ショウ	生(ずる)
シズ	静(まる)
タオ	倒(れる)
ミツ	見付(ける)
ウケタマワ	承(る)
モウシコ	申し込(む)
トビコ	飛び込(む)
コト	異(なる)
ヒラ	開(く)
シハラ	支払(う)
ケズ	削(る)
シバ	縛(る)
ネガ	願(う)
ウゴ	動(く)
フト	太(る)
ツカ	捕(まる)
チヂ	縮(む)
ウラガエ	裏返(す)
ブラサ	ぶら下(げる)
オモイツ	思い付(く)
デカ	出掛(ける)
ヒキカエ	引き返(す)
オチツ	落ち着(く)
カカ	抱(える)
クリカエ	繰り返(す)
トリイ	取り入(れる)
シタガ	従(う)
ナラ	習(う)
ツヅ	続(く)
ツヅ	続(ける)
スス	進(める)
クル	苦(しむ)
ヒッコ	引っ込(む)
ノボ	昇(る)
ササ	支(える)
サワ	触(る)
ハナ	離(す)
アヤマ	謝(る)
クル	包(む)
マカ	任(せる)
モト	求(める)
ウバ	奪(う)
ヤク	訳(す)
カカ	係(わる)
ウス	薄(める)
ハライコ	払い込(む)
サソ	誘(う)
オク	贈(る)
ヒッカ	引っ掛(かる)
ニギ	握(る)
アワ	慌(てる)
ナガ	眺(める)
ハヤ	流行(る)
オド	脅(かす)
メグ	巡(る)
ハナ	放(れる)
ミツ	見詰(める)
ヌス	盗(む)
サグ	探(る)
サカ	逆(らう)
ヒキト	引き止(める)
クッツ	くっ付(ける)
ブツ	打付(ける)
オイコ	追い越(す)
キヲツ	気を付(ける)
コトヅ	言付(ける)
ヤッツ	やっ付(ける)
ウリキ	売り切(れる)
スグ	優(れる)
ドナ	怒鳴(る)
ユズ	譲(る)
スキトオ	透き通(る)
スベ	滑(る)
モド	戻(る)
ソダ	育(てる)
カタ	固(まる)
ソナ	具(える)
オサ	納(める)
ツカ	疲(れる)
カタヅ	片付(ける)
